AssetID,Day of DateOccurred,ProblemTypeName
6B373B51-99D5-DF11-8543-0024E861B15C,"March 28, 2014",Paper Jam
6B373B51-99D5-DF11-8543-0024E861B15C,"March 31, 2014",Device Fault
6B373B51-99D5-DF11-8543-0024E861B15C,"April 1, 2014",Device Fault
6B373B51-99D5-DF11-8543-0024E861B15C,"June 13, 2014",Device Fault
6B373B51-99D5-DF11-8543-0024E861B15C,"June 18, 2014",Output Quality
6B373B51-99D5-DF11-8543-0024E861B15C,"August 4, 2014",Output Quality
6B373B51-99D5-DF11-8543-0024E861B15C,"September 5, 2014",Paper Jam
6B373B51-99D5-DF11-8543-0024E861B15C,"September 9, 2014",Paper Jam
6B373B51-99D5-DF11-8543-0024E861B15C,"October 14, 2014",Paper Jam
6B373B51-99D5-DF11-8543-0024E861B15C,"October 16, 2014",Device Fault
6B373B51-99D5-DF11-8543-0024E861B15C,"November 19, 2014",Device Fault
6B373B51-99D5-DF11-8543-0024E861B15C,"December 12, 2014",Device Fault
6B373B51-99D5-DF11-8543-0024E861B15C,"June 5, 2015",Paper Jam
6B373B51-99D5-DF11-8543-0024E861B15C,"June 11, 2015",Paper Jam
6B373B51-99D5-DF11-8543-0024E861B15C,"June 16, 2015",Damage
6B373B51-99D5-DF11-8543-0024E861B15C,"September 1, 2015",Damage
6B373B51-99D5-DF11-8543-0024E861B15C,"December 1, 2015",Device Fault
6B373B51-99D5-DF11-8543-0024E861B15C,"February 24, 2016",Paper Jam
6B373B51-99D5-DF11-8543-0024E861B15C,"March 4, 2016",Paper Jam
6C63E152-21D0-E111-97B2-0025B500016E,"July 29, 2013",Device Offline
6C63E152-21D0-E111-97B2-0025B500016E,"December 17, 2014",Device Fault
6C63E152-21D0-E111-97B2-0025B500016E,"March 24, 2015",Device Offline
6C63E152-21D0-E111-97B2-0025B500016E,"February 1, 2016",Device Fault
6C63E152-21D0-E111-97B2-0025B500016E,"February 3, 2016",Device Fault
6C413ED9-79F7-E111-AEC9-0025B500016E,"September 6, 2012",Device Fault
6C413ED9-79F7-E111-AEC9-0025B500016E,"September 14, 2012",Device Fault
6C413ED9-79F7-E111-AEC9-0025B500016E,"September 19, 2012",Device Fault
6C413ED9-79F7-E111-AEC9-0025B500016E,"April 29, 2013",Consumable Issue
6C413ED9-79F7-E111-AEC9-0025B500016E,"May 17, 2013",Paper Jam
6C413ED9-79F7-E111-AEC9-0025B500016E,"September 26, 2013",Paper Jam
6C413ED9-79F7-E111-AEC9-0025B500016E,"September 27, 2013",Paper Jam
6C413ED9-79F7-E111-AEC9-0025B500016E,"January 31, 2014",Paper Jam
6C413ED9-79F7-E111-AEC9-0025B500016E,"February 26, 2014",Paper Jam
6C413ED9-79F7-E111-AEC9-0025B500016E,"March 14, 2014",Device Fault
6C413ED9-79F7-E111-AEC9-0025B500016E,"April 22, 2014",Device Fault
6C413ED9-79F7-E111-AEC9-0025B500016E,"January 6, 2015",Scanning Issue
6C413ED9-79F7-E111-AEC9-0025B500016E,"January 14, 2015",Paper Jam
6C413ED9-79F7-E111-AEC9-0025B500016E,"January 22, 2015",Paper Jam
6C413ED9-79F7-E111-AEC9-0025B500016E,"March 2, 2015",Paper Jam
6C413ED9-79F7-E111-AEC9-0025B500016E,"May 12, 2015",Device Fault
6C413ED9-79F7-E111-AEC9-0025B500016E,"August 13, 2015",Paper Jam
6CC015F5-26E0-E111-AD34-0025B500016E,"January 31, 2013",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"March 8, 2013",Output Quality
6CC015F5-26E0-E111-AD34-0025B500016E,"April 17, 2013",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"May 28, 2013",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"June 17, 2013",Job Accounting
6CC015F5-26E0-E111-AD34-0025B500016E,"September 11, 2013",Output Quality
6CC015F5-26E0-E111-AD34-0025B500016E,"September 23, 2013",Output Quality
6CC015F5-26E0-E111-AD34-0025B500016E,"September 27, 2013",Device Offline
6CC015F5-26E0-E111-AD34-0025B500016E,"February 12, 2014",Paper Jam
6CC015F5-26E0-E111-AD34-0025B500016E,"April 10, 2014",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"May 13, 2014",Paper Jam
6CC015F5-26E0-E111-AD34-0025B500016E,"May 28, 2014",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"June 2, 2014",Paper Jam
6CC015F5-26E0-E111-AD34-0025B500016E,"June 13, 2014",Paper Jam
6CC015F5-26E0-E111-AD34-0025B500016E,"April 15, 2015",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"June 15, 2015",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"July 27, 2015",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"August 18, 2015",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"December 28, 2015",Output Quality
6CC015F5-26E0-E111-AD34-0025B500016E,"January 7, 2016",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"March 4, 2016",Output Quality
6CC015F5-26E0-E111-AD34-0025B500016E,"March 8, 2016",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"March 15, 2016",Device Fault
6CC015F5-26E0-E111-AD34-0025B500016E,"March 17, 2016",Output Quality
6DE6F316-3DE0-E111-AD34-0025B500016E,"September 26, 2012",Device Fault
6DE6F316-3DE0-E111-AD34-0025B500016E,"October 16, 2012",Consumable Issue
6DE6F316-3DE0-E111-AD34-0025B500016E,"March 7, 2013",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"March 14, 2013",Device Fault
6DE6F316-3DE0-E111-AD34-0025B500016E,"March 19, 2013",Device Fault
6DE6F316-3DE0-E111-AD34-0025B500016E,"April 9, 2013",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"April 18, 2013",Accessory Issue
6DE6F316-3DE0-E111-AD34-0025B500016E,"April 24, 2013",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"May 16, 2013",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"June 6, 2013",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"July 8, 2013",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"July 9, 2013",Consumable Issue
6DE6F316-3DE0-E111-AD34-0025B500016E,"September 18, 2013",Device Fault
6DE6F316-3DE0-E111-AD34-0025B500016E,"October 22, 2013",Output Quality
6DE6F316-3DE0-E111-AD34-0025B500016E,"November 1, 2013",Environmental Issue
6DE6F316-3DE0-E111-AD34-0025B500016E,"November 15, 2013",Output Quality
6DE6F316-3DE0-E111-AD34-0025B500016E,"December 13, 2013",Device Fault
6DE6F316-3DE0-E111-AD34-0025B500016E,"December 16, 2013",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"February 26, 2014",Environmental Issue
6DE6F316-3DE0-E111-AD34-0025B500016E,"March 21, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"March 24, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"May 13, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"May 14, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"May 29, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"June 26, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"August 13, 2014",Environmental Issue
6DE6F316-3DE0-E111-AD34-0025B500016E,"August 28, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"September 8, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"September 17, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"October 14, 2014",Environmental Issue
6DE6F316-3DE0-E111-AD34-0025B500016E,"October 22, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"November 18, 2014",Output Quality
6DE6F316-3DE0-E111-AD34-0025B500016E,"December 15, 2014",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"February 10, 2015",Device Fault
6DE6F316-3DE0-E111-AD34-0025B500016E,"April 28, 2015",Device Fault
6DE6F316-3DE0-E111-AD34-0025B500016E,"May 4, 2015",Scanning Issue
6DE6F316-3DE0-E111-AD34-0025B500016E,"June 4, 2015",Device Fault
6DE6F316-3DE0-E111-AD34-0025B500016E,"June 8, 2015",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"August 17, 2015",Environmental Issue
6DE6F316-3DE0-E111-AD34-0025B500016E,"September 11, 2015",Paper Jam
6DE6F316-3DE0-E111-AD34-0025B500016E,"October 22, 2015",Output Quality
6DE6F316-3DE0-E111-AD34-0025B500016E,"November 20, 2015",Paper Jam
6E92AF0B-9EF8-E311-80C3-0025B500016E,"October 27, 2014",Paper Jam
6E92AF0B-9EF8-E311-80C3-0025B500016E,"November 5, 2014",Device Fault
6E92AF0B-9EF8-E311-80C3-0025B500016E,"December 10, 2014",Paper Jam
6E92AF0B-9EF8-E311-80C3-0025B500016E,"January 5, 2015",Device Fault
6E92AF0B-9EF8-E311-80C3-0025B500016E,"January 6, 2015",Device Fault
6E92AF0B-9EF8-E311-80C3-0025B500016E,"February 13, 2015",Device Fault
6E92AF0B-9EF8-E311-80C3-0025B500016E,"April 27, 2015",Output Quality
6E92AF0B-9EF8-E311-80C3-0025B500016E,"May 19, 2015",Device Fault
6E92AF0B-9EF8-E311-80C3-0025B500016E,"September 9, 2015",Device Fault
6E92AF0B-9EF8-E311-80C3-0025B500016E,"March 8, 2016",Output Quality
6EBB49B8-8DD2-E111-97B2-0025B500016E,"June 21, 2013",Device Fault
6EBB49B8-8DD2-E111-97B2-0025B500016E,"June 28, 2013",Paper Jam
6EBB49B8-8DD2-E111-97B2-0025B500016E,"September 26, 2014",Accessory Issue
6EBB49B8-8DD2-E111-97B2-0025B500016E,"November 4, 2014",Output Quality
6EBB49B8-8DD2-E111-97B2-0025B500016E,"January 7, 2015",Scanning Issue
6EBB49B8-8DD2-E111-97B2-0025B500016E,"October 30, 2015",Paper Jam
6EBB49B8-8DD2-E111-97B2-0025B500016E,"December 15, 2015",Device Fault
6EBB49B8-8DD2-E111-97B2-0025B500016E,"December 18, 2015",Paper Jam
6EBB49B8-8DD2-E111-97B2-0025B500016E,"January 4, 2016",Device Fault
6EE92FBE-884E-E111-BB05-001B216D5638,"October 29, 2012",Device Fault
6EE92FBE-884E-E111-BB05-001B216D5638,"December 21, 2012",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"January 3, 2013",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"January 7, 2013",Device Fault
6EE92FBE-884E-E111-BB05-001B216D5638,"May 29, 2013",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"July 2, 2013",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"August 19, 2013",Accessory Issue
6EE92FBE-884E-E111-BB05-001B216D5638,"September 9, 2013",Device Fault
6EE92FBE-884E-E111-BB05-001B216D5638,"September 18, 2013",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"October 23, 2013",Device Fault
6EE92FBE-884E-E111-BB05-001B216D5638,"January 31, 2014",Device Fault
6EE92FBE-884E-E111-BB05-001B216D5638,"March 24, 2014",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"March 25, 2014",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"April 1, 2014",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"May 1, 2014",Output Quality
6EE92FBE-884E-E111-BB05-001B216D5638,"May 5, 2014",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"June 3, 2014",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"September 4, 2014",Damage
6EE92FBE-884E-E111-BB05-001B216D5638,"November 6, 2014",Accessory Issue
6EE92FBE-884E-E111-BB05-001B216D5638,"November 17, 2014",Accessory Issue
6EE92FBE-884E-E111-BB05-001B216D5638,"January 13, 2015",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"February 19, 2015",Device Fault
6EE92FBE-884E-E111-BB05-001B216D5638,"April 7, 2015",Environmental Issue
6EE92FBE-884E-E111-BB05-001B216D5638,"April 21, 2015",Output Quality
6EE92FBE-884E-E111-BB05-001B216D5638,"April 27, 2015",Damage
6EE92FBE-884E-E111-BB05-001B216D5638,"June 8, 2015",Output Quality
6EE92FBE-884E-E111-BB05-001B216D5638,"September 1, 2015",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"September 3, 2015",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"November 23, 2015",Device Fault
6EE92FBE-884E-E111-BB05-001B216D5638,"December 4, 2015",Paper Jam
6EE92FBE-884E-E111-BB05-001B216D5638,"April 5, 2016",Device Fault
6F35C473-F1E0-E311-80C1-0025B500016E,"October 30, 2014",Accessory Issue
6F35C473-F1E0-E311-80C1-0025B500016E,"November 24, 2014",Output Quality
6F35C473-F1E0-E311-80C1-0025B500016E,"November 24, 2014",Device Fault
6F35C473-F1E0-E311-80C1-0025B500016E,"November 25, 2014",Paper Jam
6F35C473-F1E0-E311-80C1-0025B500016E,"May 18, 2015",Paper Jam
6F35C473-F1E0-E311-80C1-0025B500016E,"August 27, 2015",Device Fault
6F35C473-F1E0-E311-80C1-0025B500016E,"August 28, 2015",Accessory Issue
6F35C473-F1E0-E311-80C1-0025B500016E,"September 10, 2015",Device Fault
6F35C473-F1E0-E311-80C1-0025B500016E,"September 24, 2015",Output Quality
6F35C473-F1E0-E311-80C1-0025B500016E,"November 19, 2015",Device Fault
6F35C473-F1E0-E311-80C1-0025B500016E,"November 30, 2015",Device Fault
6F35C473-F1E0-E311-80C1-0025B500016E,"January 27, 2016",Device Fault
7BF43B0E-32D0-E111-97B2-0025B500016E,"May 8, 2014",Output Quality
7BF43B0E-32D0-E111-97B2-0025B500016E,"August 14, 2014",Accessory Issue
7BF43B0E-32D0-E111-97B2-0025B500016E,"March 24, 2015",Device Fault
7BF43B0E-32D0-E111-97B2-0025B500016E,"August 7, 2015",Paper Jam
7C755F13-3DE0-E111-AD34-0025B500016E,"December 17, 2012",Paper Jam
7C755F13-3DE0-E111-AD34-0025B500016E,"April 16, 2013",Output Quality
7C755F13-3DE0-E111-AD34-0025B500016E,"October 1, 2013",Equitrac
7C755F13-3DE0-E111-AD34-0025B500016E,"December 18, 2013",Device Offline
7C755F13-3DE0-E111-AD34-0025B500016E,"February 12, 2014",Output Quality
7C755F13-3DE0-E111-AD34-0025B500016E,"March 3, 2014",Paper Jam
7C755F13-3DE0-E111-AD34-0025B500016E,"September 18, 2014",Device Fault
7C755F13-3DE0-E111-AD34-0025B500016E,"October 1, 2014",Device Fault
7C755F13-3DE0-E111-AD34-0025B500016E,"January 8, 2015",Scanning Issue
7C755F13-3DE0-E111-AD34-0025B500016E,"February 3, 2015",Device Fault
7C755F13-3DE0-E111-AD34-0025B500016E,"April 6, 2015",Accessory Issue
7C755F13-3DE0-E111-AD34-0025B500016E,"April 10, 2015",Device Fault
7C755F13-3DE0-E111-AD34-0025B500016E,"September 18, 2015",Device Fault
7C755F13-3DE0-E111-AD34-0025B500016E,"February 4, 2016",Device Fault
7CF52AFC-C400-E211-AEC9-0025B500016E,"March 7, 2013",Output Quality
7CF52AFC-C400-E211-AEC9-0025B500016E,"September 9, 2013",Accessory Issue
7CF52AFC-C400-E211-AEC9-0025B500016E,"December 16, 2013",Device Fault
7CF52AFC-C400-E211-AEC9-0025B500016E,"March 6, 2014",Device Fault
7CF52AFC-C400-E211-AEC9-0025B500016E,"May 7, 2015",Paper Jam
7CF52AFC-C400-E211-AEC9-0025B500016E,"November 3, 2015",Device Fault
7CF52AFC-C400-E211-AEC9-0025B500016E,"November 9, 2015",Device Fault
7D58AA1F-3DE0-E111-AD34-0025B500016E,"August 29, 2012",Device Fault
7D58AA1F-3DE0-E111-AD34-0025B500016E,"October 1, 2012",Device Fault
7D58AA1F-3DE0-E111-AD34-0025B500016E,"November 28, 2012",Paper Jam
7D58AA1F-3DE0-E111-AD34-0025B500016E,"January 10, 2013",Paper Jam
7D58AA1F-3DE0-E111-AD34-0025B500016E,"June 17, 2013",Consumable Issue
7D58AA1F-3DE0-E111-AD34-0025B500016E,"September 2, 2014",Device Fault
7D58AA1F-3DE0-E111-AD34-0025B500016E,"September 3, 2014",Device Fault
7D58AA1F-3DE0-E111-AD34-0025B500016E,"December 9, 2014",Device Fault
7D58AA1F-3DE0-E111-AD34-0025B500016E,"March 3, 2015",Server Issue
7D58AA1F-3DE0-E111-AD34-0025B500016E,"March 13, 2015",Paper Jam
7D58AA1F-3DE0-E111-AD34-0025B500016E,"March 20, 2015",Paper Jam
7D58AA1F-3DE0-E111-AD34-0025B500016E,"September 15, 2015",Device Fault
7D58AA1F-3DE0-E111-AD34-0025B500016E,"October 1, 2015",Device Fault
7D58AA1F-3DE0-E111-AD34-0025B500016E,"October 21, 2015",Environmental Issue
7D58AA1F-3DE0-E111-AD34-0025B500016E,"December 21, 2015",Device Fault
7D58AA1F-3DE0-E111-AD34-0025B500016E,"February 1, 2016",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"January 24, 2013",Output Quality
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"January 25, 2013",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"March 11, 2013",Paper Jam
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"March 12, 2013",Output Quality
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"August 6, 2013",Paper Jam
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"August 22, 2013",Accessory Issue
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"August 28, 2013",Paper Jam
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"November 12, 2013",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"December 10, 2013",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"January 15, 2014",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"March 6, 2014",Paper Jam
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"July 7, 2014",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"July 22, 2014",Output Quality
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"July 23, 2014",Output Quality
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"January 7, 2015",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"January 22, 2015",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"May 19, 2015",Consumable Issue
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"August 10, 2015",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"August 12, 2015",Device Fault
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"August 31, 2015",Paper Jam
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"September 1, 2015",Paper Jam
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"January 5, 2016",Output Quality
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"January 8, 2016",Paper Jam
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"February 17, 2016",Device Offline
7DAE9C8C-1BA1-E011-B723-0024E861B15C,"March 29, 2016",Accessory Issue
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"September 19, 2012",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"October 3, 2012",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"May 28, 2013",Device Fault
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"June 7, 2013",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"June 12, 2013",Device Fault
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"June 25, 2013",Device Fault
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"September 9, 2013",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"September 13, 2013",Environmental Issue
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"September 20, 2013",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"October 4, 2013",Device Fault
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"October 7, 2013",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"December 9, 2013",Damage
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"December 16, 2013",Device Fault
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"February 4, 2014",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"March 7, 2014",Output Quality
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"March 11, 2014",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"March 24, 2014",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"May 8, 2014",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"May 14, 2014",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"September 8, 2014",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"October 14, 2014",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"December 8, 2014",Damage
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"January 5, 2015",Device Fault
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"January 30, 2015",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"February 13, 2015",Damage
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"February 24, 2015",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"March 4, 2015",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"April 8, 2015",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"April 20, 2015",Damage
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"April 29, 2015",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"May 27, 2015",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"September 25, 2015",Device Fault
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"September 28, 2015",Device Fault
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"October 5, 2015",Device Fault
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"October 14, 2015",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"January 20, 2016",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"January 27, 2016",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"February 22, 2016",Paper Jam
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"February 24, 2016",Environmental Issue
7DCD47AF-BCE5-E111-AEB9-0025B500016E,"March 3, 2016",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"September 14, 2012",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"October 15, 2012",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"October 24, 2012",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"November 7, 2012",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"November 9, 2012",Accessory Issue
7E1C98B4-56F3-E111-AEC9-0025B500016E,"November 15, 2012",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"December 4, 2012",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"February 4, 2013",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"March 12, 2013",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"March 19, 2013",Output Quality
7E1C98B4-56F3-E111-AEC9-0025B500016E,"April 11, 2013",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"April 22, 2013",Environmental Issue
7E1C98B4-56F3-E111-AEC9-0025B500016E,"May 7, 2013",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"September 11, 2013",Output Quality
7E1C98B4-56F3-E111-AEC9-0025B500016E,"October 15, 2013",Device Offline
7E1C98B4-56F3-E111-AEC9-0025B500016E,"November 4, 2013",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"November 14, 2013",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"December 3, 2013",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"December 5, 2013",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"January 8, 2014",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"February 3, 2014",Environmental Issue
7E1C98B4-56F3-E111-AEC9-0025B500016E,"February 13, 2014",Environmental Issue
7E1C98B4-56F3-E111-AEC9-0025B500016E,"February 13, 2014",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"February 26, 2014",Output Quality
7E1C98B4-56F3-E111-AEC9-0025B500016E,"March 19, 2014",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"April 1, 2014",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"May 20, 2014",Environmental Issue
7E1C98B4-56F3-E111-AEC9-0025B500016E,"May 20, 2014",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"May 27, 2014",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"June 4, 2014",Device Offline
7E1C98B4-56F3-E111-AEC9-0025B500016E,"June 5, 2014",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"June 25, 2014",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"August 12, 2014",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"August 18, 2014",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"September 12, 2014",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"September 12, 2014",Consumable Issue
7E1C98B4-56F3-E111-AEC9-0025B500016E,"September 22, 2014",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"October 16, 2014",Accessory Issue
7E1C98B4-56F3-E111-AEC9-0025B500016E,"October 20, 2014",Device Offline
7E1C98B4-56F3-E111-AEC9-0025B500016E,"October 30, 2014",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"December 15, 2014",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"January 7, 2015",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"February 17, 2015",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"February 18, 2015",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"February 23, 2015",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"February 25, 2015",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"March 2, 2015",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"March 4, 2015",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"March 23, 2015",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"May 13, 2015",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"June 19, 2015",Paper Jam
7E1C98B4-56F3-E111-AEC9-0025B500016E,"October 26, 2015",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"November 5, 2015",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"January 20, 2016",Device Fault
7E1C98B4-56F3-E111-AEC9-0025B500016E,"March 9, 2016",Damage
7E1C98B4-56F3-E111-AEC9-0025B500016E,"March 31, 2016",Device Fault
7E3C72D7-0C36-E011-BD3B-0024E861B15C,"September 20, 2012",Device Fault
7E3C72D7-0C36-E011-BD3B-0024E861B15C,"September 27, 2012",Device Fault
